away_mascot,home_mascot,Weather,Week,Wind,Year
Cowboys,Giants,74f Fair,1,0m N,2012
Dolphins,Texans,83f A Few Clouds,1,10m N,2012
Colts,Bears,70f Mostly Cloudy,1,11m N,2012
Eagles,Browns,68f Partly Cloudy,1,5m NNW,2012
Patriots,Titans,77f Fair,1,0m N,2012
Falcons,Chiefs,73f Fair,1,6m NNE,2012
Jaguars,Vikings,DOME,1,3m N,2012
Redskins,Saints,DOME,1,9m N,2012
Bills,Jets,77f Fair,1,4m W,2012
Rams,Lions,DOME,1,5m NNW,2012
49ers,Packers,71f Fair,1,6m NW,2012
Seahawks,Cardinals,DOME,1,12m E,2012
Panthers,Buccaneers,80f  Light Rain,1,5m NW,2012
Steelers,Broncos,82f A Few Clouds,1,9m SE,2012
Bengals,Ravens,60f Fair,1,0m N,2012
Bears,Packers,54f Fair,2,3m WSW,2012
Chiefs,Bills,68f Mostly Cloudy,2,13m SW,2012
Browns,Bengals,76f Fair,2,3m NW,2012
Vikings,Colts,DOME,2,3m N,2012
Saints,Panthers,70f Overcast,2,3m ESE,2012
Texans,Jaguars,85f Mostly Cloudy,2,9m E,2012
Cardinals,Patriots,71f Fair,2,11m WNW,2012
Buccaneers,Giants,75f Mostly Cloudy,2,8m W,2012
Ravens,Eagles,74f Fair,2,13m W,2012
Redskins,Rams,DOME,2,7m SSW,2012
Cowboys,Seahawks,71f Fair,2,6m WNW,2012
Raiders,Dolphins,83f Mostly Cloudy,2,7m E,2012
Jets,Steelers,71f Fair,2,5m ESE,2012
Titans,Chargers,80f Fair,2,8m SW,2012
Lions,49ers,62f Fair,2,2m SW,2012
Giants,Panthers,67f Partly Cloudy,3,0m N,2012
Rams,Bears,58f Mostly Cloudy,3,9m W,2012
Bills,Browns,51f Overcast,3,6m SSW,2012
Buccaneers,Cowboys,88f Clear,3,0m N,2012
Jets,Dolphins,79f   Thunderstorm in Vicinity Light Rain Fog/Mist,3,6m ENE,2012
49ers,Vikings,DOME,3,7m NW,2012
Chiefs,Saints,DOME,3,6m NNE,2012
Bengals,Redskins,67f Fair,3,10m NW,2012
Lions,Titans,68f A Few Clouds,3,8m NNW,2012
Jaguars,Colts,DOME,3,10m W,2012
Eagles,Cardinals,DOME,3,0m N,2012
Falcons,Chargers,83f NA,3,5m NW,2012
Texans,Broncos,86f Partly Cloudy,3,11m W,2012
Steelers,Raiders,68f Mostly Cloudy,3,15m WNW,2012
Patriots,Ravens,54f Overcast,3,0m N,2012
Browns,Ravens,67f Mostly Cloudy,4,0m N,2012
Panthers,Falcons,DOME,4,3m ESE,2012
Patriots,Bills,61f Mostly Cloudy,4,3m NNE,2012
Vikings,Lions,DOME,4,11m E,2012
Chargers,Chiefs,73f Fair,4,0m N,2012
Seahawks,Rams,DOME,4,5m NE,2012
49ers,Jets,67f Overcast,4,9m WSW,2012
Titans,Texans,67f  Light Drizzle,4,13m NNW,2012
Dolphins,Cardinals,DOME,4,8m SSE,2012
Bengals,Jaguars,83f Fair,4,8m SE,2012
Raiders,Broncos,73f Mostly Cloudy,4,10m SW,2012
Saints,Packers,65f A Few Clouds,4,5m ENE,2012
Redskins,Buccaneers,84f Fair,4,8m SW,2012
Giants,Eagles,58f  Light Rain,4,8m WNW,2012
Cardinals,Rams,DOME,5,11m NNW,2012
Dolphins,Bengals,51f Mostly Cloudy,5,7m WSW,2012
Packers,Colts,DOME,5,9m W,2012
Ravens,Chiefs,53f Fair,5,3m N,2012
Titans,Vikings,DOME,5,8m SW,2012
Falcons,Redskins,52f Overcast,5,4m NNE,2012
Browns,Giants,52f Overcast,5,4m S,2012
Eagles,Steelers,47f  Light Rain,5,7m NW,2012
Seahawks,Panthers,56f Overcast,5,6m NNE,2012
Bears,Jaguars,83f Fair,5,6m ESE,2012
Broncos,Patriots,53f Overcast,5,0m N,2012
Bills,49ers,70f Mostly Cloudy,5,6m SW,2012
Chargers,Saints,DOME,5,13m N,2012
Steelers,Titans,61f Overcast,6,4m SW,2012
Raiders,Falcons,DOME,6,5m S,2012
Bengals,Browns,75f Fair and Breezy,6,18m SSW,2012
Rams,Dolphins,85f Mostly Cloudy,6,17m ENE,2012
Colts,Jets,70f Partly Cloudy,6,11m SW,2012
Lions,Eagles,73f Mostly Cloudy,6,14m SW,2012
Cowboys,Ravens,80f Fair,6,8m SE,2012
Chiefs,Buccaneers,88f Partly Cloudy,6,9m E,2012
Patriots,Seahawks,63f Lt Rain,6,3m ESE,2012
Bills,Cardinals,DOME,6,5m SE,2012
Giants,49ers,77f Clear,6,2m WSW,2012
Vikings,Redskins,71f Fair,6,12m SSW,2012
Packers,Texans,77f Partly Cloudy,6,7m SSW,2012
Seahawks,49ers,73f Clear,7,6m SSE,2012
Titans,Bills,55f Partly Cloudy,7,14m WSW,2012
Browns,Colts,DOME,7,7m ESE,2012
Redskins,Giants,67f A Few Clouds,7,15m NW,2012
Saints,Buccaneers,81f Fair,7,7m ENE,2012
Cowboys,Panthers,67f Fair,7,4m N,2012
Ravens,Texans,83f Mostly Cloudy,7,11m SSE,2012
Packers,Rams,DOME,7,5m SE,2012
Cardinals,Vikings,DOME,7,11m SSE,2012
Jets,Patriots,60f Partly Cloudy,7,5m WNW,2012
Jaguars,Raiders,63f Mostly Cloudy,7,11m W,2012
Steelers,Bengals,53f Fair,7,0m N,2012
Buccaneers,Vikings,DOME,8,9m W,2012
Panthers,Bears,47f Mostly Cloudy and Breezy,8,18m NNE,2012
Chargers,Browns,45f  Rain Fog/Mist and Breezy,8,18m NNE,2012
Seahawks,Lions,DOME,8,18m NNE,2012
Jaguars,Packers,45f Fair,8,7m NNE,2012
Colts,Titans,57f Mostly Cloudy,8,12m N,2012
Patriots,Rams,48f Rain,8,9m SSW,2012
Dolphins,Jets,59f Overcast,8,8m NNE,2012
Falcons,Eagles,58f  Light Rain,8,13m NE,2012
Redskins,Steelers,45f  Light Rain Fog/Mist,8,8m NNW,2012
Raiders,Chiefs,51f Fair,8,3m N,2012
Giants,Cowboys,63f Clear,8,7m NE,2012
Saints,Broncos,54f Partly Cloudy,8,3m WSW,2012
Chiefs,Chargers,61f Overcast,9,3m WNW,2012
Broncos,Bengals,48f Overcast,9,3m NNW,2012
Ravens,Browns,41f Overcast,9,6m NNW,2012
Cardinals,Packers,39f Overcast,9,0m N,2012
Bears,Titans,51f Mostly Cloudy,9,5m N,2012
Dolphins,Colts,DOME,9,11m NNE,2012
Panthers,Redskins,49f Fair,9,10m WNW,2012
Lions,Jaguars,81f Fair,9,9m WSW,2012
Bills,Texans,78f Partly Cloudy,9,6m NE,2012
Buccaneers,Raiders,73f A Few Clouds,9,6m WNW,2012
Vikings,Seahawks,61f Overcast,9,3m SSE,2012
Steelers,Giants,45f A Few Clouds,9,9m WNW,2012
Cowboys,Falcons,DOME,9,6m WNW,2012
Colts,Jaguars,47f Fair,10,0m N,2012
Giants,Bengals,67f Fair,10,14m S,2012
Titans,Dolphins,79f Mostly Cloudy,10,14m E,2012
Lions,Vikings,DOME,10,9m W,2012
Bills,Patriots,64f Fair,10,8m SSW,2012
Falcons,Saints,DOME,10,16m SSE,2012
Chargers,Buccaneers,79f Mostly Cloudy,10,6m N,2012
Broncos,Panthers,71f Mostly Cloudy,10,7m WSW,2012
Raiders,Ravens,69f Fair,10,0m N,2012
Jets,Seahawks,48f Overcast,10,0m N,2012
Cowboys,Eagles,62f A Few Clouds,10,4m SSE,2012
Rams,49ers,60f Fair,10,4m WSW,2012
Texans,Bears,54f  Fog/Mist,10,7m S,2012
Dolphins,Bills,36f A Few Clouds,11,0m N,2012
Cardinals,Falcons,DOME,11,9m NNE,2012
Browns,Cowboys,63f Partly Cloudy,11,5m SSE,2012
Packers,Lions,DOME,11,4m E,2012
Bengals,Chiefs,60f Fair,11,12m S,2012
Jets,Rams,DOME,11,5m SSE,2012
Eagles,Redskins,52f A Few Clouds,11,10m ENE,2012
Buccaneers,Panthers,55f Mostly Cloudy,11,13m NE,2012
Jaguars,Texans,70f A Few Clouds,11,5m SE,2012
Saints,Raiders,62f Mostly Cloudy,11,3m S,2012
Colts,Patriots,40f Fair,11,0m N,2012
Chargers,Broncos,63f Partly Cloudy,11,13m W,2012
Ravens,Steelers,44f Fair,11,6m ESE,2012
Texans,Lions,DOME,12,11m SSW,2012
Redskins,Cowboys,75f Clear,12,14m SSE,2012
Patriots,Jets,41f Fair,12,0m N,2012
Vikings,Bears,40f Mostly Cloudy,12,4m WNW,2012
Raiders,Bengals,45f Fair,12,13m SW,2012
Steelers,Browns,38f Mostly Cloudy,12,12m WSW,2012
Bills,Colts,DOME,12,13m WSW,2012
Broncos,Chiefs,54f Fair,12,4m N,2012
Seahawks,Dolphins,74f Fair,12,0m N,2012
Falcons,Buccaneers,64f Fair,12,4m WSW,2012
Titans,Jaguars,63f Fair,12,0m N,2012
Ravens,Chargers,62f Fog,12,4m WSW,2012
Rams,Cardinals,DOME,12,0m N,2012
49ers,Saints,DOME,12,7m ENE,2012
Packers,Giants,37f Overcast,12,11m WSW,2012
Saints,Falcons,DOME,13,0m N,2012
Jaguars,Bills,51f  Light Rain Fog/Mist,13,13m SSW,2012
Seahawks,Bears,61f Mostly Cloudy,13,3m W,2012
Colts,Lions,DOME,13,10m WSW,2012
Vikings,Packers,45f Overcast with Haze,13,7m NW,2012
Texans,Titans,71f Mostly Cloudy,13,12m SW,2012
Panthers,Chiefs,61f Fair,13,0m N,2012
49ers,Rams,DOME,13,11m W,2012
Patriots,Dolphins,78f Mostly Cloudy,13,13m E,2012
Cardinals,Jets,46f  Fog/Mist,13,4m S,2012
Buccaneers,Broncos,63f Mostly Cloudy,13,0m N,2012
Bengals,Chargers,66f Fog/Mist,13,4m WNW,2012
Browns,Raiders,62f Partly Cloudy,13,11m W,2012
Steelers,Ravens,56f Overcast,13,0m N,2012
Eagles,Cowboys,77f Clear,13,8m SSE,2012
Broncos,Raiders,57f Mostly Cloudy,14,0m N,2012
Rams,Bills,37f Overcast,14,11m E,2012
Cowboys,Bengals,54f Overcast,14,5m S,2012
Chiefs,Browns,44f Overcast,14,0m N,2012
Eagles,Buccaneers,73f Mostly Cloudy,14,0m N,2012
Ravens,Redskins,49f Overcast,14,8m ENE,2012
Falcons,Panthers,62f  Fog/Mist,14,5m SSW,2012
Jets,Jaguars,69f  Fog/Mist,14,5m N,2012
Titans,Colts,DOME,14,7m SE,2012
Bears,Vikings,DOME,14,12m E,2012
Chargers,Steelers,51f Partly Cloudy,14,6m ESE,2012
Dolphins,49ers,64f Fair,14,0m N,2012
Cardinals,Seahawks,"42f Lt Rain, Fog",14,6m SSE,2012
Saints,Giants,43f  Light Drizzle,14,3m N,2012
Lions,Packers,32f  Light Snow Fog/Mist,14,9m NE,2012
Bengals,Eagles,40f Fair,15,3m SSW,2012
Giants,Falcons,DOME,15,4m SE,2012
Packers,Bears,43f Overcast,15,11m W,2012
Redskins,Browns,58f Overcast,15,9m S,2012
Vikings,Rams,DOME,15,4m NNW,2012
Jaguars,Dolphins,78f A Few Clouds,15,9m SE,2012
Buccaneers,Saints,DOME,15,9m SSW,2012
Broncos,Ravens,64f  Light Rain,15,10m S,2012
Colts,Texans,64f  Light Rain,15,10m S,2012
Lions,Cardinals,DOME,15,3m N,2012
Panthers,Chargers,59f NA,15,2m SSE,2012
Seahawks,Bills,DOME,15,,2012
Steelers,Cowboys,72f Clear,15,6m WSW,2012
Chiefs,Raiders,56f Overcast,15,5m ESE,2012
49ers,Patriots,37f  Fog/Mist,15,4m ENE,2012
Falcons,Lions,DOME,16,7m WSW,2012
Saints,Cowboys,64f Clear,16,8m SW,2012
Titans,Packers,24f Fair,16,7m NW,2012
Colts,Chiefs,36f Fair,16,4m N,2012
Bills,Dolphins,72f Partly Cloudy,16,9m ESE,2012
Redskins,Eagles,44f Partly Cloudy,16,9m SSW,2012
Bengals,Steelers,38f Fair,16,12m SW,2012
Rams,Buccaneers,63f Mostly Cloudy,16,6m WSW,2012
Raiders,Panthers,53f Mostly Cloudy,16,5m SW,2012
Patriots,Jaguars,60f Fair,16,0m N,2012
Vikings,Texans,75f Overcast,16,12m SSW,2012
Chargers,Jets,41f Fair,16,8m SW,2012
Browns,Broncos,48f Partly Cloudy,16,3m WNW,2012
Giants,Ravens,48f Partly Cloudy,16,1m S,2012
Bears,Cardinals,DOME,16,3m WNW,2012
Buccaneers,Falcons,DOME,17,6m NW,2012
Jets,Bills,27f Mostly Cloudy,17,8m WNW,2012
Ravens,Bengals,28f Fair,17,6m SW,2012
Bears,Lions,DOME,17,12m WSW,2012
Jaguars,Titans,37f Partly Cloudy,17,0m N,2012
Texans,Colts,DOME,17,6m SW,2012
Panthers,Saints,DOME,17,5m NNE,2012
Eagles,Giants,34f  Blowing Snow and Breezy,17,21m NW,2012
Browns,Steelers,27f Overcast,17,13m WSW,2012
Rams,Seahawks,42f Mostly Cloudy,17,4m NE,2012
Packers,Vikings,DOME,17,6m SSE,2012
Dolphins,Patriots,28f Fair,17,13m WNW,2012
Raiders,Chargers,54f NA,17,5m W,2012
Cardinals,49ers,53f NA,17,0m N,2012
Chiefs,Broncos,30f Partly Cloudy,17,13m NNW,2012
Cowboys,Giants,74f Fair,1,0m N,2012
Dolphins,Texans,83f A Few Clouds,1,10m N,2012
Colts,Bears,70f Mostly Cloudy,1,11m N,2012
Eagles,Browns,68f Partly Cloudy,1,5m NNW,2012
Patriots,Titans,77f Fair,1,0m N,2012
Falcons,Chiefs,73f Fair,1,6m NNE,2012
Jaguars,Vikings,DOME,1,3m N,2012
Redskins,Saints,DOME,1,9m N,2012
Bills,Jets,77f Fair,1,4m W,2012
Rams,Lions,DOME,1,5m NNW,2012
49ers,Packers,71f Fair,1,6m NW,2012
Seahawks,Cardinals,DOME,1,12m E,2012
Panthers,Buccaneers,80f  Light Rain,1,5m NW,2012
Steelers,Broncos,82f A Few Clouds,1,9m SE,2012
Bengals,Ravens,60f Fair,1,0m N,2012
Bears,Packers,54f Fair,2,3m WSW,2012
Chiefs,Bills,68f Mostly Cloudy,2,13m SW,2012
Browns,Bengals,76f Fair,2,3m NW,2012
Vikings,Colts,DOME,2,3m N,2012
Saints,Panthers,70f Overcast,2,3m ESE,2012
Texans,Jaguars,85f Mostly Cloudy,2,9m E,2012
Cardinals,Patriots,71f Fair,2,11m WNW,2012
Buccaneers,Giants,75f Mostly Cloudy,2,8m W,2012
Ravens,Eagles,74f Fair,2,13m W,2012
Redskins,Rams,DOME,2,7m SSW,2012
Cowboys,Seahawks,71f Fair,2,6m WNW,2012
Raiders,Dolphins,83f Mostly Cloudy,2,7m E,2012
Jets,Steelers,71f Fair,2,5m ESE,2012
Titans,Chargers,80f Fair,2,8m SW,2012
Lions,49ers,62f Fair,2,2m SW,2012
Giants,Panthers,67f Partly Cloudy,3,0m N,2012
Rams,Bears,58f Mostly Cloudy,3,9m W,2012
Bills,Browns,51f Overcast,3,6m SSW,2012
Buccaneers,Cowboys,88f Clear,3,0m N,2012
Jets,Dolphins,79f   Thunderstorm in Vicinity Light Rain Fog/Mist,3,6m ENE,2012
49ers,Vikings,DOME,3,7m NW,2012
Chiefs,Saints,DOME,3,6m NNE,2012
Bengals,Redskins,67f Fair,3,10m NW,2012
Lions,Titans,68f A Few Clouds,3,8m NNW,2012
Jaguars,Colts,DOME,3,10m W,2012
Eagles,Cardinals,DOME,3,0m N,2012
Falcons,Chargers,83f NA,3,5m NW,2012
Texans,Broncos,86f Partly Cloudy,3,11m W,2012
Steelers,Raiders,68f Mostly Cloudy,3,15m WNW,2012
Patriots,Ravens,54f Overcast,3,0m N,2012
Browns,Ravens,67f Mostly Cloudy,4,0m N,2012
Panthers,Falcons,DOME,4,3m ESE,2012
Patriots,Bills,61f Mostly Cloudy,4,3m NNE,2012
Vikings,Lions,DOME,4,11m E,2012
Chargers,Chiefs,73f Fair,4,0m N,2012
Seahawks,Rams,DOME,4,5m NE,2012
49ers,Jets,67f Overcast,4,9m WSW,2012
Titans,Texans,67f  Light Drizzle,4,13m NNW,2012
Dolphins,Cardinals,DOME,4,8m SSE,2012
Bengals,Jaguars,83f Fair,4,8m SE,2012
Raiders,Broncos,73f Mostly Cloudy,4,10m SW,2012
Saints,Packers,65f A Few Clouds,4,5m ENE,2012
Redskins,Buccaneers,84f Fair,4,8m SW,2012
Giants,Eagles,58f  Light Rain,4,8m WNW,2012
Cardinals,Rams,DOME,5,11m NNW,2012
Dolphins,Bengals,51f Mostly Cloudy,5,7m WSW,2012
Packers,Colts,DOME,5,9m W,2012
Ravens,Chiefs,53f Fair,5,3m N,2012
Titans,Vikings,DOME,5,8m SW,2012
Falcons,Redskins,52f Overcast,5,4m NNE,2012
Browns,Giants,52f Overcast,5,4m S,2012
Eagles,Steelers,47f  Light Rain,5,7m NW,2012
Seahawks,Panthers,56f Overcast,5,6m NNE,2012
Bears,Jaguars,83f Fair,5,6m ESE,2012
Broncos,Patriots,53f Overcast,5,0m N,2012
Bills,49ers,70f Mostly Cloudy,5,6m SW,2012
Chargers,Saints,DOME,5,13m N,2012
Steelers,Titans,61f Overcast,6,4m SW,2012
Raiders,Falcons,DOME,6,5m S,2012
Bengals,Browns,75f Fair and Breezy,6,18m SSW,2012
Rams,Dolphins,85f Mostly Cloudy,6,17m ENE,2012
Colts,Jets,70f Partly Cloudy,6,11m SW,2012
Lions,Eagles,73f Mostly Cloudy,6,14m SW,2012
Cowboys,Ravens,80f Fair,6,8m SE,2012
Chiefs,Buccaneers,88f Partly Cloudy,6,9m E,2012
Patriots,Seahawks,63f Lt Rain,6,3m ESE,2012
Bills,Cardinals,DOME,6,5m SE,2012
Giants,49ers,77f Clear,6,2m WSW,2012
Vikings,Redskins,71f Fair,6,12m SSW,2012
Packers,Texans,77f Partly Cloudy,6,7m SSW,2012
Seahawks,49ers,73f Clear,7,6m SSE,2012
Titans,Bills,55f Partly Cloudy,7,14m WSW,2012
Browns,Colts,DOME,7,7m ESE,2012
Redskins,Giants,67f A Few Clouds,7,15m NW,2012
Saints,Buccaneers,81f Fair,7,7m ENE,2012
Cowboys,Panthers,67f Fair,7,4m N,2012
Ravens,Texans,83f Mostly Cloudy,7,11m SSE,2012
Packers,Rams,DOME,7,5m SE,2012
Cardinals,Vikings,DOME,7,11m SSE,2012
Jets,Patriots,60f Partly Cloudy,7,5m WNW,2012
Jaguars,Raiders,63f Mostly Cloudy,7,11m W,2012
Steelers,Bengals,53f Fair,7,0m N,2012
Buccaneers,Vikings,DOME,8,9m W,2012
Panthers,Bears,47f Mostly Cloudy and Breezy,8,18m NNE,2012
